key-for-ranking,Amt[PrecipHourly1],Temp[Temp],Visby[Visibility]
2010-01-01,0.5363636363636364,1.4952380952380948,8573.190476190477
2010-01-02,0.05,-0.5685714285714283,13861.2
2010-01-03,0.0,-6.626315789473683,15141.763157894737
2010-01-04,0.0,-4.449999999999998,16069.75
2010-01-05,0.0,-3.6374999999999993,16069.75
2010-01-06,0.0,-1.4499999999999993,16069.75
2010-01-07,0.0,0.3718749999999998,16069.75
2010-01-08,0.0,-0.5743589743589744,12312.0
2010-01-09,0.030769230769230767,-3.9499999999999993,16069.75
2010-01-10,0.0,-5.853125,16069.75
2010-01-11,0.0,-3.2156249999999984,16069.75
2010-01-12,0.0,-0.1272727272727272,16070.454545454546
2010-01-13,0.0,-2.125,16069.75
2010-01-14,0.0,0.26249999999999984,16069.75
2010-01-15,0.0,2.28125,16069.75
2010-01-16,0.0,5.996875000000002,16069.75
2010-01-17,0.6107142857142858,3.1027027027027043,12460.891891891892
2010-01-18,1.2756756756756755,4.8358974358974365,11638.923076923076
2010-01-19,0.019230769230769232,4.817647058823528,13093.294117647061
2010-01-20,0.0,3.884375,15793.90625
2010-01-21,0.0,1.7187499999999998,16069.75
2010-01-22,0.0,2.35625,16069.75
2010-01-23,0.0,0.84375,16069.75
2010-01-24,0.0,1.460526315789474,16073.421052631576
2010-01-25,1.4999999999999998,9.85625,7329.604166666668
2010-01-26,0.9533333333333336,6.025,15564.375
2010-01-27,0.012,1.975,16069.75
2010-01-28,0.22285714285714284,1.0772727272727272,12347.386363636364
2010-01-29,0.15384615384615385,-5.796874999999999,16069.75
2010-01-30,0.0,-8.009375000000002,16069.75
2010-01-31,0.0,-6.08125,16069.75
2010-02-01,0.0,-1.4437499999999988,16069.75
2010-02-02,0.0,-0.8656250000000002,16069.75
2010-02-03,0.051428571428571435,-0.07560975609756103,11487.09756097561
2010-02-04,0.032,0.7156250000000001,16069.75
2010-02-05,0.0,0.6781250000000001,16069.75
2010-02-06,0.03617021276595744,-2.3054545454545456,9079.236363636364
2010-02-07,0.12692307692307692,-4.496875,16069.75
2010-02-08,0.0,-2.053125,16069.75
2010-02-09,0.0,0.5812499999999999,16069.75
2010-02-10,0.8274193548387093,-0.15294117647058822,2866.9117647058824
2010-02-11,1.5875,0.13513513513513514,11325.81081081081
2010-02-12,0.0,-0.9437499999999996,16069.75
2010-02-13,0.0,-1.934375,16069.75
2010-02-14,0.0,-0.4093749999999997,16069.75
2010-02-15,0.0,-0.08437500000000013,16069.75
2010-02-16,0.6754385964912281,0.44561403508771935,3250.666666666666
2010-02-17,0.5,-0.4735294117647057,15622.176470588234
2010-02-18,0.0,1.6470588235294112,15586.323529411766
2010-02-19,0.0,3.3709677419354827,16072.0
2010-02-20,0.0,3.990625,16069.75
2010-02-21,0.0,4.228125,16069.75
2010-02-22,0.0,2.403125,16069.75
2010-02-23,0.995348837209302,3.0711111111111116,10010.444444444445
2010-02-24,2.541860465116278,3.6958333333333337,7197.9375
2010-02-25,2.4720930232558134,2.119999999999999,7013.12
2010-02-26,1.6301886792452829,-1.3545454545454547,4589.836363636364
2010-02-27,0.6545454545454545,0.17894736842105266,15427.921052631576
2010-02-28,0.0,1.882857142857142,16071.742857142857
2010-03-01,0.0,4.778125,16069.75
2010-03-02,0.0,4.740625,16069.75
2010-03-03,0.055882352941176466,3.0921052631578965,15375.289473684208
2010-03-04,0.04230769230769231,5.043749999999998,16069.75
2010-03-05,0.0,4.3031250000000005,15717.71875
2010-03-06,0.0,5.134374999999999,16069.75
2010-03-07,0.0,8.106250000000001,16069.75
2010-03-08,0.0,10.503125,16069.75
2010-03-09,0.0,11.493750000000004,16069.75
2010-03-10,0.0,7.3156250000000025,16069.75
2010-03-11,0.0,8.46578947368421,15057.026315789473
2010-03-12,0.3735294117647059,7.159090909090907,11001.727272727272
2010-03-13,2.967441860465115,7.297826086956523,8597.739130434782
2010-03-14,2.2930232558139534,8.782,8442.06
2010-03-15,0.9257142857142858,6.381578947368416,15163.552631578948
2010-03-16,0.2642857142857143,9.265714285714287,16071.742857142857
2010-03-17,0.0,9.406250000000002,16019.46875
2010-03-18,0.0,10.572727272727274,16070.454545454546
2010-03-19,0.0,11.596875,15969.1875
2010-03-20,0.0,12.703125000000005,16069.75
2010-03-21,0.0,10.975,16069.75
2010-03-22,0.08529411764705884,11.026190476190472,10405.09523809524
2010-03-23,3.202380952380953,9.838888888888887,9615.277777777776
2010-03-24,0.12962962962962962,10.125000000000002,15039.388888888889
2010-03-25,0.0,9.699999999999996,16019.46875
2010-03-26,0.13714285714285715,7.802702702702702,15258.378378378378
2010-03-27,0.052000000000000005,1.653125,16069.75
2010-03-28,0.021428571428571432,4.491666666666668,15837.972222222224
2010-03-29,2.9711111111111115,9.35869565217392,5652.521739130435
2010-03-30,4.903921568627452,8.029629629629628,6855.740740740741
2010-03-31,2.0444444444444443,9.233333333333336,12494.589743589744
2010-04-01,0.012,11.49705882352941,16071.117647058823
2010-04-02,0.0,10.171874999999998,15856.40625
2010-04-03,0.0,8.679545454545455,9758.227272727272
2010-04-04,0.0,11.376595744680856,4390.531914893617
2010-04-05,0.0,14.724999999999998,16069.75
2010-04-06,0.0,14.656249999999995,14375.09375
2010-04-07,0.0,19.2625,15003.0
2010-04-08,0.0,16.715624999999996,15310.0625
2010-04-09,0.7588235294117647,13.34210526315789,13409.184210526317
2010-04-10,0.3821428571428572,10.233333333333333,16070.454545454546
2010-04-11,0.0,14.34545454545455,16070.454545454546
2010-04-12,0.0,15.784375,16069.75
2010-04-13,0.0,12.025,16069.75
2010-04-14,0.0,11.041935483870967,15700.064516129034
2010-04-15,0.0,15.466666666666667,16070.454545454546
2010-04-16,0.0,10.100000000000003,16072.333333333336
2010-04-17,1.4944444444444442,9.04651162790698,10952.116279069767
2010-04-18,0.023076923076923075,9.756249999999998,16069.75
2010-04-19,0.0,12.268750000000004,16069.75
2010-04-20,0.0,13.775,16069.75
2010-04-21,0.052000000000000005,12.421875,15818.3125
2010-04-22,0.3,12.785714285714285,12371.309523809525
2010-04-23,0.24444444444444444,13.560606060606055,16070.454545454546
2010-04-24,0.0,14.1125,16069.75
2010-04-25,2.1,9.772972972972976,11272.351351351352
2010-04-26,2.627499999999999,10.443902439024392,12216.292682926829
2010-04-27,1.4270270270270269,10.735,12558.275
2010-04-28,0.04,8.806249999999997,16069.75
2010-04-29,0.0,13.925000000000004,16069.75
2010-04-30,0.0,16.534375000000004,16069.75
2010-05-01,0.0,18.146875,16019.46875
2010-05-02,0.0,17.9875,14933.65625
2010-05-03,1.7613636363636365,19.18695652173913,10041.58695652174
2010-05-04,1.1178571428571429,21.112500000000008,15793.90625
2010-05-05,0.4517241379310345,18.253125,16069.75
2010-05-06,0.0,17.73888888888889,11289.055555555557
2010-05-07,0.0,16.89375,16069.75
2010-05-08,0.0,16.507894736842108,14036.078947368424
2010-05-09,0.0,11.015625000000005,16069.75
2010-05-10,0.0,10.4875,16069.75
2010-05-11,0.0,10.562500000000002,16069.75
2010-05-12,0.6575,8.537777777777775,10230.644444444444
2010-05-13,0.3666666666666667,10.844444444444445,16072.333333333336
2010-05-14,0.0,15.56388888888889,15458.722222222224
2010-05-15,0.0,19.917647058823523,15308.764705882351
2010-05-16,0.0,18.000000000000004,16070.454545454546
2010-05-17,0.0,17.309677419354845,16072.0
2010-05-18,1.4999999999999998,12.340909090909099,10433.863636363636
2010-05-19,1.2466666666666666,13.444117647058821,13950.94117647059
2010-05-20,0.0,17.45,16069.75
2010-05-21,0.0,20.428124999999994,16069.75
2010-05-22,0.0,17.03030303030303,14268.969696969694
2010-05-23,0.0,18.92857142857144,15759.5
2010-05-24,0.1,18.88703703703704,10558.333333333334
2010-05-25,0.052000000000000005,18.85151515151516,14257.151515151516
2010-05-26,0.0,22.33125,16069.75
2010-05-27,0.0,22.921052631578952,16073.421052631576
2010-05-28,0.05,15.891176470588233,16071.117647058823
2010-05-29,0.0,17.725000000000005,16072.333333333336
2010-05-30,0.0,23.615625,15592.78125
2010-05-31,0.0,23.881249999999994,16019.46875
2010-06-01,0.048484848484848485,22.355555555555554,13293.833333333336
2010-06-02,0.10344827586206896,23.40000000000001,16069.75
2010-06-03,0.0,21.13095238095239,5912.7619047619055
2010-06-04,0.0,26.703125,16069.75
2010-06-05,0.0,25.77500000000001,14519.09375
2010-06-06,0.0,26.50000000000001,15242.909090909092
2010-06-07,0.0,20.015625,16069.75
2010-06-08,0.0,20.365625,16069.75
2010-06-09,0.4166666666666666,16.791428571428565,14462.485714285713
2010-06-10,3.3545454545454536,17.584615384615386,12153.153846153846
2010-06-11,0.05555555555555555,17.97647058823529,15333.117647058823
2010-06-12,0.0,18.597222222222214,16072.333333333336
2010-06-13,0.04814814814814815,21.502702702702702,14980.972972972972
2010-06-14,0.0911764705882353,19.98222222222222,11101.088888888891
2010-06-15,0.02,21.40625,14482.46875
2010-06-16,0.0,19.38571428571429,16071.742857142857
2010-06-17,0.24642857142857144,22.213157894736838,13524.342105263158
2010-06-18,0.07692307692307693,22.550000000000008,16069.75
2010-06-19,0.0,20.9625,16069.75
2010-06-20,0.0,23.634375,14801.90625
2010-06-21,0.0,28.90303030303031,16070.454545454546
2010-06-22,0.0,25.15625,16069.75
2010-06-23,0.8575757575757574,26.405555555555548,12706.638888888889
2010-06-24,0.0,29.668749999999992,16069.75
2010-06-25,0.0,26.843750000000004,16069.75
2010-06-26,0.0,25.331250000000004,15592.78125
2010-06-27,0.0,26.3875,13735.0
2010-06-28,0.0,29.37878787878788,14336.333333333336
2010-06-29,0.0,28.334375,15441.90625
2010-06-30,0.0,22.91515151515151,16070.454545454546
2010-07-01,0.0,22.440625,16069.75
2010-07-02,0.0,22.51515151515151,16070.454545454546
2010-07-03,0.0,24.06875,16069.75
2010-07-04,0.0,27.428125000000005,16069.75
2010-07-05,0.0,30.091176470588234,16071.117647058823
2010-07-06,0.0,30.30937500000001,16019.46875
2010-07-07,0.0,30.66969696969697,15802.969696969694
2010-07-08,0.0,26.02040816326532,10466.061224489797
2010-07-09,0.0,26.128205128205124,16073.923076923076
2010-07-10,0.0,25.56410256410256,16073.923076923076
2010-07-11,0.0,26.3125,16069.75
2010-07-12,0.0,26.21250000000001,16069.75
2010-07-13,1.6449999999999996,25.543750000000006,10942.479166666666
2010-07-14,1.2153846153846153,24.917021276595744,11137.361702127659
2010-07-15,0.3655172413793104,25.194871794871787,16073.923076923076
2010-07-16,0.0,25.70243902439024,12992.414634146342
2010-07-17,0.0,29.137500000000006,15022.0
2010-07-18,0.0,29.59375,15755.84375
2010-07-19,1.6969696969696968,27.297560975609752,14152.195121951218
2010-07-20,1.4363636363636365,26.78333333333333,15167.777777777776
2010-07-21,0.0,27.684375000000006,15341.3125
2010-07-22,0.0,28.496969696969703,16070.454545454546
2010-07-23,0.1357142857142857,26.85757575757576,14371.727272727272
2010-07-24,3.303030303030303,30.017073170731713,13433.09756097561
2010-07-25,0.19677419354838707,28.83243243243244,15898.918918918918
2010-07-26,0.15925925925925924,25.684375000000006,16069.75
2010-07-27,0.0,26.925000000000004,16069.75
2010-07-28,0.0,25.109677419354835,15916.290322580648
2010-07-29,0.11666666666666667,25.569444444444446,15000.805555555557
2010-07-30,0.05925925925925926,23.96875,16069.75
2010-07-31,0.0,22.74375,16069.75
2010-08-01,0.0,22.9375,16069.75
2010-08-02,0.0,23.69375000000001,16069.75
2010-08-03,0.0,24.25625,16069.75
2010-08-04,0.0,25.44687499999999,16069.75
2010-08-05,0.0,28.084375,13715.96875
2010-08-06,0.0,28.76250000000001,15856.40625
2010-08-07,0.0,24.21875,16069.75
2010-08-08,0.0,25.134375,16069.75
2010-08-09,0.0,25.147368421052622,12800.210526315792
2010-08-10,0.0,27.167647058823523,15067.14705882353
2010-08-11,0.0,27.33125,14130.53125
2010-08-12,0.0,23.60857142857142,16071.742857142857
2010-08-13,0.029999999999999995,22.846875,16069.75
2010-08-14,0.0,21.734374999999996,16069.75
2010-08-15,0.0,23.0375,16069.75
2010-08-16,0.3088235294117647,24.456410256410262,15424.974358974361
2010-08-17,0.2607142857142857,26.66060606060607,15449.787878787878
2010-08-18,0.0,24.93125000000001,15806.125
2010-08-19,0.0,24.609375,15856.40625
2010-08-20,0.0,27.050000000000004,16019.46875
2010-08-21,0.0,23.914705882352944,16071.117647058823
2010-08-22,0.8526315789473682,24.316279069767443,12238.441860465116
2010-08-23,5.643478260869569,21.18269230769231,12123.115384615383
2010-08-24,0.4942857142857143,19.1975,14621.725
2010-08-25,1.6761904761904758,19.180851063829788,11031.72340425532
2010-08-26,0.9037037037037038,23.3060606060606,16070.454545454546
2010-08-27,0.0,21.81875,16069.75
2010-08-28,0.0,22.453125,16069.75
2010-08-29,0.0,24.553124999999994,16072.65625
2010-08-30,0.0,27.07500000000001,16069.75
2010-08-31,0.0,28.8125,15969.1875
2010-09-01,0.0,28.54375,15643.0625
2010-09-02,0.0,26.637499999999992,14526.03125
2010-09-03,0.0,25.776470588235302,15581.264705882351
2010-09-04,0.0,25.596875000000004,16069.75
2010-09-05,0.0,20.884375,16069.75
2010-09-06,0.0,20.756249999999994,16069.75
2010-09-07,0.0,22.737500000000004,16069.75
2010-09-08,0.0,25.83125,16069.75
2010-09-09,0.0,19.950000000000014,16069.75
2010-09-10,0.0,19.153125000000006,16069.75
2010-09-11,0.0,19.903125000000006,16069.75
2010-09-12,0.5483870967741935,17.97105263157895,13110.947368421052
2010-09-13,1.529032258064516,16.489361702127663,14512.468085106382
2010-09-14,0.8379310344827585,20.235294117647054,14440.264705882351
2010-09-15,0.0,18.9,16069.75
2010-09-16,2.853333333333333,18.28333333333333,14466.047619047617
2010-09-17,1.9735294117647055,20.517499999999995,13455.625
2010-09-18,0.252,18.509374999999995,16069.75
2010-09-19,0.0,19.35,16069.75
2010-09-20,0.0,20.3875,16069.75
2010-09-21,0.0,17.128125,16069.75
2010-09-22,0.0,21.157575757575763,16070.454545454546
2010-09-23,1.670967741935484,22.067567567567572,14388.486486486487
2010-09-24,0.0,21.15555555555556,8631.333333333334
2010-09-25,0.0,25.275,14394.65625
2010-09-26,0.0,21.20625000000001,16069.75
2010-09-27,2.648648648648648,19.202272727272735,12193.454545454546
2010-09-28,0.8105263157894737,22.323404255319144,14516.1914893617
2010-09-29,0.0,21.406249999999996,15844.1875
2010-09-30,2.5636363636363635,22.343902439024376,9055.292682926827
2010-10-01,4.0612244897959195,19.496551724137934,10121.56896551724
2010-10-02,2.285185185185185,15.740624999999998,16069.75
2010-10-03,0.0,13.941176470588234,16071.117647058823
2010-10-04,0.6057142857142858,12.932432432432435,11103.405405405403
2010-10-05,0.6864864864864866,14.57750000000001,11865.15
2010-10-06,0.042857142857142864,15.241666666666667,16072.333333333336
2010-10-07,0.011111111111111113,16.059375,16069.75
2010-10-08,0.0,17.759375,16069.75
2010-10-09,0.0,19.084375,16069.75
2010-10-10,0.0,14.26875,16069.75
2010-10-11,0.0,18.003125,16069.75
2010-10-12,2.754285714285714,17.799999999999994,13345.3
2010-10-13,0.012,14.003125,16069.75
2010-10-14,0.3461538461538461,12.896874999999998,15460.90625
2010-10-15,2.2696969696969704,12.459459459459453,15144.324324324323
2010-10-16,0.05172413793103448,12.793749999999996,16069.75
2010-10-17,0.0,14.291176470588233,15881.794117647061
2010-10-18,0.0,13.86875,16069.75
2010-10-19,0.22068965517241376,11.99705882352941,16071.117647058823
2010-10-20,0.092,11.843749999999995,15906.6875
2010-10-21,0.0,12.557142857142857,14929.857142857143
2010-10-22,0.0,10.850000000000005,16069.75
2010-10-23,0.0,11.484374999999998,16069.75
2010-10-24,0.0,15.10625,16069.75
2010-10-25,0.0,15.66363636363636,16073.272727272728
2010-10-26,0.0,18.05714285714285,14849.190476190475
2010-10-27,0.2394736842105263,18.498245614035078,2842.59649122807
2010-10-28,0.2259259259259259,18.96818181818181,9262.113636363636
2010-10-29,0.0,13.506249999999998,16069.75
2010-10-30,0.0,9.934375,16069.75
2010-10-31,0.0,11.691176470588234,16071.117647058823
2010-11-01,0.0,6.396875000000001,16069.75
2010-11-02,0.0,6.4499999999999975,16069.75
2010-11-03,0.0,6.828124999999997,16069.75
2010-11-04,1.4238095238095236,9.497777777777776,10596.444444444445
2010-11-05,0.8399999999999999,9.623255813953493,14141.953488372092
2010-11-06,0.08846153846153845,8.246875,16069.75
2010-11-07,0.0,7.109375000000003,16069.75
2010-11-08,0.065625,6.207894736842103,15649.947368421052
2010-11-09,0.061538461538461535,7.588571428571425,16071.742857142857
2010-11-10,0.0,10.652777777777779,16072.333333333336
2010-11-11,0.0,8.712903225806452,16072.0
2010-11-12,0.0,10.14375,16069.75
2010-11-13,0.0,11.659375,16069.75
2010-11-14,0.0,9.6125,16069.75
2010-11-15,0.0,11.032558139534883,15300.046511627908
2010-11-16,0.090625,11.688235294117645,9543.372549019608
2010-11-17,1.7823529411764705,14.575,12953.138888888889
2010-11-18,0.436,10.8,16069.75
2010-11-19,0.05357142857142857,7.790624999999999,16069.75
2010-11-20,0.0,8.115625000000001,16069.75
2010-11-21,0.0,6.996969696969697,16070.454545454546
2010-11-22,0.0,10.705714285714283,15979.8
2010-11-23,0.0,12.228124999999995,15429.71875
2010-11-24,0.0,9.249999999999998,16069.75
2010-11-25,0.0935483870967742,5.230555555555556,16027.638888888889
2010-11-26,0.2295454545454545,10.178000000000004,10092.26
2010-11-27,0.092,4.490625,16069.75
2010-11-28,0.0,4.478125,16069.75
2010-11-29,0.0,4.749999999999998,15956.96875
2010-11-30,0.03103448275862069,9.679411764705877,16023.794117647061
2010-12-01,1.5731707317073167,13.166666666666664,9421.911111111109
2010-12-02,2.2666666666666666,4.412121212121213,16070.454545454546
2010-12-03,0.0,2.8875000000000006,16069.75
2010-12-04,0.0,2.34375,16069.75
2010-12-05,0.0,1.0750000000000002,16069.75
2010-12-06,0.0,0.7647058823529411,15374.088235294117
2010-12-07,0.0,0.7249999999999999,16069.75
2010-12-08,0.0,0.315625,16069.75
2010-12-09,0.0,-1.9750000000000003,16069.75
2010-12-10,0.0,-3.2031250000000004,16069.75
2010-12-11,0.0,2.5500000000000007,15969.1875
2010-12-12,1.6488372093023251,9.138,10071.48
2010-12-13,1.384375,6.937777777777778,12492.911111111109
2010-12-14,0.013888888888888888,-4.94,13180.05
2010-12-15,0.0,-4.603124999999999,16069.75
2010-12-16,0.0,-2.85,16069.75
